centerdatasetid	cl_center_batch_id	cl_lincs_id	cl_name	cl_alternative_names	cl_alternative_ids	cl_center_canonical_id	cl_relevant_citations	cl_center_name	cl_provider_name	cl_provider_catalog_id	cl_provider_batch_id	cl_organism	cl_organ	cl_tissue	cl_cell_type	cl_cell_type_detail	cl_donor_sex	cl_donor_age	cl_donor_ethnicity	cl_donor_health_status	cl_disease	cl_disease_detail	cl_known_mutations	cl_mutation_citations	cl_molecular_features	cl_genetic_modification	cl_growth_properties	cl_recomended_culture_conditions	cl_related_projects	cl_verification_reference_profile	cl_reference_source	cl_cell_markers	cl_gonosome_code	cl_disease_site_onset	cl_disease_age_onset	cl_donor_age_death	cl_donor_disease_duration	cl_precursor_cell_name	cl_precursor_cell_lincs_id	cl_precursor_cell_center_batch_id	cl_production_details	cl_quality_verification	cl_transient_modification	cl_passage_number	cl_source_information	cl_date_received	cl_center_specific_code
20343	50207-2	LCL-1314	HCC1419	HCC-1419	"<a href = ""http://purl.obolibrary.org/obo/CLO_0003636""  target=""blank"">CLO_0003636</a>"	50207		HMS_LINCS	ATCC	CRL-2326		Homo sapiens	breast				female				DOID:3008, ductal carcinoma	breast ductal carcinoma		"<a href = ""http://cancer.sanger.ac.uk/cell_lines/sample/overview?id=907045""  target=""blank"">COSS907045</a>"		none	adherent	From MGH/CMT as specified by cell provider: RPMI 1640 medium with 2 mM L-glutamine adjusted to contain 1.5 g/L sodium bicarbonate, 4.5 g/L glucose, 10 mM HEPES, and 1.0 mM sodium pyruvate, 90%; fetal bovine serum, 10%. Growth Conditions: The line grows as large epithelial attached cells in island-like formation.  Subculturing: Protocol:  Remove and discard culture medium. Briefly rinse the cell layer with 0.25% (w/v) Trypsin - 0.53 mM EDTA solution to remove all traces of serum which contains trypsin inhibitor. Add 2.0 to 3.0 ml of Trypsin-EDTA solution to flask and observe cells under an inverted microscope until cell layer is dispersed (usually within 5 to 15 minutes). Note: To avoid clumping do not agitate the cells by hitting or shaking the flask while waiting for the cells to detach. Cells that are difficult to detach may be placed at 37C to facilitate dispersal. Add 6.0 to 8.0 ml of complete growth medium and aspirate cells by gently pipetting. Add appropriate aliquots of the cell suspension to new culture vessels. Incubate cultures at 37C. Subcultivation ratio: A subcultivation ratio of 1:2 to 1:3 is recommended			"<a href = ""http://www.atcc.org/Products/All/CRL-2326"" target=""blank"">ATCC CRL-2326</a>"														Obtained by Mario Niepel (Harvard Medical School) as part of the ICBP43 Collection in July, 2010	2010-07-16	
20343	50208-2	LCL-1467	HCC1428	HCC-1428	"<a href = ""http://purl.obolibrary.org/obo/CLO_0003637""  target=""blank"">CLO_0003637</a>"	50208		HMS_LINCS	ATCC	CRL-2327		Homo sapiens	breast				female				DOID:3458, adenocarcinoma	breast adenocarcinoma		"<a href = ""http://cancer.sanger.ac.uk/cell_lines/sample/overview?id=1290905""  target=""blank"">COSS1290905</a>"		none	adherent	From MGH/CMT as specified by cell provider: RPMI 1640 medium with 2 mM L-glutamine adjusted to contain 1.5 g/L sodium bicarbonate, 4.5 g/L glucose, 10 mM HEPES, and 1.0 mM sodium pyruvate, 90%; fetal bovine serum, 10%. Protocol:  Remove and discard culture medium. Briefly rinse the cell layer with 0.25% (w/v) Trypsin- 0.53 mM EDTA solution to remove all traces of serum that contains trypsin inhibitor. Add 2.0 to 3.0 ml of Trypsin-EDTA solution to flask and observe cells under an inverted microscope until cell layer is dispersed (usually within 5 to 15 minutes). Note: To avoid clumping do not agitate the cells by hitting or shaking the flask while waiting for the cells to detach. Cells that are difficult to detach may be placed at 37°C to facilitate dispersal. Add 6.0 to 8.0 ml of complete growth medium and aspirate cells by gently pipetting. Add appropriate aliquots of the cell suspension to new culture vessels. Incubate cultures at 37°C. Subcultivation ratio: A subcultivation ratio of 1:4 to 1:8 is recommended			"<a href = ""http://www.atcc.org/Products/All/CRL-2327"" target=""blank"">ATCC CRL-2327</a>"														Obtained by Mario Niepel (Harvard Medical School) as part of the ICBP43 Collection in July, 2010	2010-07-16	
20343	50211-2	LCL-1960	HCC1806	Hcc1806, HCC-1806	"<a href = ""http://purl.obolibrary.org/obo/CLO_0003644""  target=""blank"">CLO_0003644</a>"	50211		HMS_LINCS	ATCC	CRL-2335		Homo sapiens	breast				female				DOID:7459, primary acantholytic squamous cell carcino	breast ductal carcinoma		"<a href = ""http://cancer.sanger.ac.uk/cell_lines/sample/overview?id=907047""  target=""blank"">COSS907047</a>"		none	adherent	From MGH/CMT as specified by cell provider: RPMI 1640 medium with 2 mM L-glutamine adjusted to contain 1.5 g/L sodium bicarbonate, 4.5 g/L glucose, 10 mM HEPES, and 1.0 mM sodium pyruvate, 90%; fetal bovine serum, 10%. Subculturing: Remove medium, rinse with 0.25% trypsin, 0.03% EDTA solution, add an additional 1 to 2 ml of trypsin solution and allow the flask to set at room temperature (or incubate at 37C) until cells detach. Add fresh culture medium, aspirate and dispense into new culture flasks. Subcultivation ratio: A subcultivation ratio of 1:2 to 1:4 is recommended			"<a href = ""http://www.atcc.org/Products/All/CRL-2335"" target=""blank"">ATCC CRL-2335</a>"											PASS			Obtained by Mario Niepel (Harvard Medical School) as part of the ICBP43 Collection in July, 2010	2010-07-16	
20343	50212-2	LCL-1331	HCC1937	HCC-1937	"<a href = ""http://purl.obolibrary.org/obo/CLO_0003645""  target=""blank"">CLO_0003645</a>"	50212		HMS_LINCS	ATCC	CRL-2336		Homo sapiens	breast				female				DOID:3008, primary ductal carcinoma	breast ductal carcinoma		"<a href = ""http://cancer.sanger.ac.uk/cell_lines/sample/overview?id=749714""  target=""blank"">COSS749714</a>"		none	adherent	From MGH/CMT as specified by cell provider: RPMI 1640 medium with 2 mM L-glutamine adjusted to contain 1.5 g/L sodium bicarbonate, 4.5 g/L glucose, 10 mM HEPES, and 1.0 mM sodium pyruvate, 90%; fetal bovine serum, 10%. Protocol: Remove medium, rinse with 0.25% trypsin, 0.03% EDTA solution, add an additional 1 to 2 ml of trypsin solution and allow the flask to set at room temperature (or incubate at 37C) until the cells detach. Add fresh culture medium, aspirate and dispense into new culture flasks. Subcultivation ratio: A subcultivation ratio of 1:2 to 1:4 is recommended			"<a href = ""http://www.atcc.org/Products/All/CRL-2336"" target=""blank"">ATCC CRL-2336</a>"														Obtained by Mario Niepel (Harvard Medical School) as part of the ICBP43 Collection in July, 2010	2010-07-16	
20343	50213-3	LCL-1332	HCC1954	HCC-1954	"<a href = ""http://purl.obolibrary.org/obo/CLO_0003647""  target=""blank"">CLO_0003647</a>"	50213		HMS_LINCS	ATCC	CRL-2338		Homo sapiens	breast				female				DOID:3008, primary ductal carcinoma	breast ductal carcinoma		"<a href = ""http://cancer.sanger.ac.uk/cell_lines/sample/overview?id=749709""  target=""blank"">COSS749709</a>"		none	adherent	From MGH/CMT as specified by cell provider: RPMI 1640 medium with 2 mM L-glutamine adjusted to contain 1.5 g/L sodium bicarbonate, 4.5 g/L glucose, 10 mM HEPES, and 1.0 mM sodium pyruvate, 90%; fetal bovine serum, 10%. Protocol:  Remove and discard culture medium. Briefly rinse the cell layer with 0.25% (w/v) Trypsin- 0.53 mM EDTA solution to remove all traces of serum which contains trypsin inhibitor. Add 2.0 to 3.0 ml of Trypsin-EDTA solution to flask and observe cells under an inverted microscope until cell layer is dispersed (usually within 5 to 15 minutes). Note: To avoid clumping do not agitate the cells by hitting or shaking the flask while waiting for the cells to detach. Cells that are difficult to detach may be placed at 37°C to facilitate dispersal. Add 6.0 to 8.0 ml of complete growth medium and aspirate cells by gently pipetting. Add appropriate aliquots of the cell suspension to new culture vessels. Incubate cultures at 37°C. Subcultivation ratio: A subcultivation ratio of 1:4 to 1:8 is recommended			"<a href = ""http://www.atcc.org/Products/All/CRL-2338"" target=""blank"">ATCC CRL-2338</a>"														Obtained by Mario Niepel (Harvard Medical School) as part of the ICBP43 Collection in July, 2010	2010-07-16	
20343	50216-2	LCL-1334	HCC38	HCC0038, Hcc38, HCC-38, HCC 38	"<a href = ""http://purl.obolibrary.org/obo/CLO_0003655""  target=""blank"">CLO_0003655</a>"	50216		HMS_LINCS	ATCC	CRL-2314		Homo sapiens	breast				female				DOID:3008, primary ductal carcinoma	breast ductal carcinoma		"<a href = ""http://cancer.sanger.ac.uk/cell_lines/sample/overview?id=749717""  target=""blank"">COSS749717</a>"		none	adherent	From MGH/CMT as specified by cell provider: RPMI 1640 medium with 2 mM L-glutamine adjusted to contain 1.5 g/L sodium bicarbonate, 4.5 g/L glucose, 10 mM HEPES, and 1.0 mM sodium pyruvate, 90%; fetal bovine serum, 10%. Protocol:  Remove and discard culture medium. Briefly rinse the cell layer with 0.25% (w/v) Trypsin- 0.53 mM EDTA solution to remove all traces of serum that contains trypsin inhibitor. Add 2.0 to 3.0 ml of Trypsin-EDTA solution to flask and observe cells under an inverted microscope until cell layer is dispersed (usually within 5 to 15 minutes). Note: To avoid clumping do not agitate the cells by hitting or shaking the flask while waiting for the cells to detach. Cells that are difficult to detach may be placed at 37°C to facilitate dispersal. Add 6.0 to 8.0 ml of complete growth medium and aspirate cells by gently pipetting. Add appropriate aliquots of the cell suspension to new culture vessels. Incubate cultures at 37°C. Subcultivation ratio: A subcultivation ratio of 1:2 to 1:4 is recommended			"<a href = ""http://www.atcc.org/Products/All/CRL-2314"" target=""blank"">ATCC CRL-2314</a>"														Obtained by Mario Niepel (Harvard Medical School) as part of the ICBP43 Collection in July, 2010	2010-07-16	
20343	50219-2	LCL-1335	HCC70	HCC0070, HCC-70, HCC 70	"<a href = ""http://purl.obolibrary.org/obo/CLO_0003658""  target=""blank"">CLO_0003658</a>"	50219		HMS_LINCS	ATCC	CRL-2315		Homo sapiens	breast				female				DOID:3008, primary ductal carcinoma	breast ductal carcinoma		"<a href = ""http://cancer.sanger.ac.uk/cell_lines/sample/overview?id=907048""  target=""blank"">COSS907048</a>"		none	adherent	From MGH/CMT as specified by cell provider: RPMI 1640 medium with 2 mM L-glutamine adjusted to contain 1.5 g/L sodium bicarbonate, 4.5 g/L glucose, 10 mM HEPES, and 1.0 mM sodium pyruvate, 90%; fetal bovine serum, 10%. Protocol:  Remove and discard culture medium. Briefly rinse the cell layer with 0.25% (w/v) Trypsin- 0.53 mM EDTA solution to remove all traces of serum that contains trypsin inhibitor. Add 2.0 to 3.0 ml of Trypsin-EDTA solution to flask and observe cells under an inverted microscope until cell layer is dispersed (usually within 5 to 15 minutes). Note: To avoid clumping do not agitate the cells by hitting or shaking the flask while waiting for the cells to detach. Cells that are difficult to detach may be placed at 37°C to facilitate dispersal. Add 6.0 to 8.0 ml of complete growth medium and aspirate cells by gently pipetting. Add appropriate aliquots of the cell suspension to new culture vessels. Incubate cultures at 37°C. Subcultivation ratio: A subcultivation ratio of 1:4 to 1:6 is recommended			"<a href = ""http://www.atcc.org/Products/All/CRL-2315"" target=""blank"">ATCC CRL-2315</a>"														Obtained by Mario Niepel (Harvard Medical School) as part of the ICBP43 Collection in July, 2010	2010-07-16	
20343	50238-2	LCL-1315	Hs 578T	Hs-578T, Homo sapiens No. 578, tumor cells, Hs578, HS578, 578T, HS0578T, Hs578t, Hs578T, HS578T, Hs 578.T, HS-578-T, Hs-578-T, Hs_578t, HS-578T, HS 578T	"<a href = ""http://purl.obolibrary.org/obo/CLO_0004009""  target=""blank"">CLO_0004009</a>"	50238		HMS_LINCS	ATCC	HTB-126		Homo sapiens	breast	breast			female		Caucasian		breast ductal carcinoma	DOID:3008		"<a href = ""http://cancer.sanger.ac.uk/cell_lines/sample/overview?id=905957""  target=""blank"">COSS905957</a>"		none	adherent	From MGH/CMT as specified by cell provider: Dulbecco's modified Eagle's medium with 4 mM L-glutamine adjusted to contain 1.5 g/L sodium bicarbonate and 4.5 g/L glucose and supplemented with 0.01 mg/ml bovine insulin and 10% fetal bovine serum. Protocol:  Remove and discard culture medium. Briefly rinse the cell layer with 0.25% (w/v) Trypsin- 0.53 mM EDTA solution to remove all traces of serum that contains trypsin inhibitor. Add 2.0 to 3.0 ml of Trypsin-EDTA solution to flask and observe cells under an inverted microscope until cell layer is dispersed (usually within 5 to 15 minutes). Note: To avoid clumping do not agitate the cells by hitting or shaking the flask while waiting for the cells to detach. Cells that are difficult to detach may be placed at 37°C to facilitate dispersal. Add 6.0 to 8.0 ml of complete growth medium and aspirate cells by gently pipetting. Add appropriate aliquots of the cell suspension to new culture vessels. Incubate cultures at 37°C. Subcultivation ratio: A subcultivation ratio of 1:3 to 1:8 is recommended			"<a href = ""http://www.atcc.org/Products/All/HTB-126"" target=""blank"">ATCC HTB-126</a>"											PASS			Obtained by Mario Niepel (Harvard Medical School) as part of the ICBP43 Collection in July, 2010	2010-07-16	
20343	50327-2	LCL-1316	MDA-MB-134-VI	MDA134, MDA-134, MDAMB134, MDA-MB-134, MDAMB134VI, MDA-MB-134VI, MDA-MB-134 VI, MM134	"<a href = ""http://purl.obolibrary.org/obo/CLO_0007631""  target=""blank"">CLO_0007631</a>"	50327		HMS_LINCS	ATCC	HTB-23		Homo sapiens	breast				female				DOID:3008, ductal carcinoma	breast ductal carcinoma				none	lightly adherent	From MGH/CMT as specified by cell provider: Leibovitz's L-15 medium with 2 mM L-glutamine, 80%; fetal bovine serum, 20%. Protocol: Remove medium, and rinse with 0.25% trypsin, 0.03% EDTA solution. Remove the solution and add an additional 1 to 2 ml of trypsin-EDTA solution. Allow the flask to sit at room temperature (or at 37C) until the cells detach. Add fresh culture medium, aspirate and dispense into new culture flasks. Subcultivation ratio: A subcultivation ratio of 1:2 to 1:4 is recommended			"<a href = ""http://www.atcc.org/Products/All/HTB-23"" target=""blank"">ATCC HTB-23</a>"														Obtained by Mario Niepel (Harvard Medical School) as part of the ICBP43 Collection in July, 2010	2010-07-16	
20343	50328-2	LCL-1916	MDA-MB-157	MB157, MDA-157, MDA157, MDA-MB157, MB 157, MDAMB157	"<a href = ""http://purl.obolibrary.org/obo/CLO_0007632""  target=""blank"">CLO_0007632</a>"	50328		HMS_LINCS	ATCC	HTB-24		Homo sapiens	breast				female				DOID:5605, breast medullary carcinoma			"<a href = ""http://cancer.sanger.ac.uk/cell_lines/sample/overview?id=925338""  target=""blank"">COSS925338</a>"		none	adherent	From MGH/CMT as specified by cell provider: LLeibovitz's L-15 medium with 2 mM L-glutamine, 90%; fetal bovine serum, 10%. Protocol:  Remove and discard culture medium. Briefly rinse the cell layer with 0.25% (w/v) Trypsin- 0.53 mM EDTA solution to remove all traces of serum that contains trypsin inhibitor. Add 2.0 to 3.0 ml of Trypsin-EDTA solution to flask and observe cells under an inverted microscope until cell layer is dispersed (usually within 5 to 15 minutes). Note: To avoid clumping do not agitate the cells by hitting or shaking the flask while waiting for the cells to detach. Cells that are difficult to detach may be placed at 37°C to facilitate dispersal. Add 6.0 to 8.0 ml of complete growth medium and aspirate cells by gently pipetting. Add appropriate aliquots of the cell suspension to new culture vessels. Incubate cultures at 37C without CO2. Subcultivation ratio: A subcultivation ratio of 1:2 to 1:3 is recommended			"<a href = ""http://www.atcc.org/Products/All/HTB-24"" target=""blank"">ATCC HTB-24</a>"														Obtained by Mario Niepel (Harvard Medical School) as part of the ICBP43 Collection in July, 2010	2010-07-16	
20343	50331-2	LCL-1468	MDA-MB-361	MDA-MB 361, MDA361, MDAMB361, MDA MB 361, MDA-361, MDA-MB361	"<a href = ""http://purl.obolibrary.org/obo/CLO_0007636""  target=""blank"">CLO_0007636</a>"	50331		HMS_LINCS	ATCC	HTB-27		Homo sapiens	breast				female				DOID:3458, adenocarcinoma	breast adenocarcinoma		"<a href = ""http://cancer.sanger.ac.uk/cell_lines/sample/overview?id=908121""  target=""blank"">COSS908121</a>"		none	adherent	From MGH/CMT as specified by cell provider: Leibovitz's L-15 medium with 2 mM L-glutamine, 80%; fetal bovine serum, 20%. Protocol:  Remove and discard culture medium. Briefly rinse the cell layer with 0.25% (w/v) Trypsin- 0.53 mM EDTA solution to remove all traces of serum which contains trypsin inhibitor. Add 2.0 to 3.0 ml of Trypsin-EDTA solution to flask and observe cells under an inverted microscope until cell layer is dispersed (usually within 5 to 15 minutes). Note: To avoid clumping do not agitate the cells by hitting or shaking the flask while waiting for the cells to detach. Cells that are difficult to detach may be placed at 37°C to facilitate dispersal. Add 6.0 to 8.0 ml of complete growth medium and aspirate cells by gently pipetting. Add appropriate aliquots of the cell suspension to new culture vessels. Incubate cultures at 37°C. Subcultivation ratio: A subcultivation ratio of 1:2 to 1:6 is recommended			"<a href = ""http://www.atcc.org/Products/All/HTB-27"" target=""blank"">ATCC HTB-27</a>"														Obtained by Mario Niepel (Harvard Medical School) as part of the ICBP43 Collection in July, 2010	2010-07-16	
20343	50333-2	LCL-1470	MDA-MB-436	MDAMB436, MDA-436, MDA436, MDA MB 436, MDA-Mb-436, MDA-MB436	"<a href = ""http://purl.obolibrary.org/obo/CLO_0007639""  target=""blank"">CLO_0007639</a>"	50333		HMS_LINCS	ATCC	HTB-130		Homo sapiens	breast				female				DOID:3458, adenocarcinoma	breast adenocarcinoma		"<a href = ""http://cancer.sanger.ac.uk/cell_lines/sample/overview?id=1240172""  target=""blank"">COSS1240172</a>"		none	adherent	From MGH/CMT as specified by cell provider: Leibovitz's L-15 medium with 10 mcg/ml insulin, 16 mcg/ml glutathione, 90%; fetal bovine serum, 10%. Subculturing: Subcultures are prepared by scraping. Remove spent medium, add 3 to 5 ml of fresh medium, dislodge cells from the floor of the flask, aspirate and dispense into new flasks. Subculture every 6 to 8 days. Subcultivation ratio: A subcultivation ratio of 1:2 is recommended			"<a href = ""http://www.atcc.org/Products/All/HTB-130"" target=""blank"">ATCC HTB-130</a>"														Obtained by Mario Niepel (Harvard Medical School) as part of the ICBP43 Collection in July, 2010	2010-07-16	
20343	50334-2	LCL-1485	MDA-MB-453	MDAMB453, MDA MB 453, MDA-453, MDA-MB 453, MDA453, MDA-MB453	"<a href = ""http://purl.obolibrary.org/obo/CLO_0007640""  target=""blank"">CLO_0007640</a>"	50334		HMS_LINCS	ATCC	HTB-131		Homo sapiens	breast				female				DOID:3459, breast carcinoma	breast carcinoma; metastatic carcinoma		"<a href = ""http://cancer.sanger.ac.uk/cell_lines/sample/overview?id=908122""  target=""blank"">COSS908122</a>"		none	adherent	From MGH/CMT as specified by cell provider: Leibovitz's L-15 medium with 2 mM L-glutamine, 90%; fetal bovine serum, 10%. Protocol:  Remove and discard culture medium. Briefly rinse the cell layer with 0.25% (w/v) Trypsin- 0.53 mM EDTA solution to remove all traces of serum that contains trypsin inhibitor. Add 2.0 to 3.0 ml of Trypsin-EDTA solution to flask and observe cells under an inverted microscope until cell layer is dispersed (usually within 5 to 15 minutes). Note: To avoid clumping do not agitate the cells by hitting or shaking the flask while waiting for the cells to detach. Cells that are difficult to detach may be placed at 37°C to facilitate dispersal. Add 6.0 to 8.0 ml of complete growth medium and aspirate cells by gently pipetting. Add appropriate aliquots of the cell suspension to new culture vessels. Incubate cultures at 37°C without CO2. Subcultivation ratio: A subcultivation ratio of 1:2 to 1:6 is recommended			"<a href = ""http://www.atcc.org/Products/All/HTB-131"" target=""blank"">ATCC HTB-131</a>"														Obtained by Mario Niepel (Harvard Medical School) as part of the ICBP43 Collection in July, 2010	2010-07-16	
20343	50335-2	LCL-1471	MDA-MB-468	MDA-MB468, MDA-MB 468, MDA468, MDA-468, MDAMB468, MB468	"<a href = ""http://purl.obolibrary.org/obo/CLO_0007641""  target=""blank"">CLO_0007641</a>"	50335		HMS_LINCS	ATCC	HTB-132		Homo sapiens	breast				female				DOID:3458, adenocarcinoma	breast adenocarcinoma		"<a href = ""http://cancer.sanger.ac.uk/cell_lines/sample/overview?id=908123""  target=""blank"">COSS908123</a>"		none	adherent	From MGH/CMT as specified by cell provider: Leibovitz's L-15 medium with 2 mM L-glutamine, 90%; fetal bovine serum, 10%. Protocol:  Remove and discard culture medium. Briefly rinse the cell layer with 0.25% (w/v) Trypsin- 0.53 mM EDTA solution to remove all traces of serum that contains trypsin inhibitor. Add 2.0 to 3.0 ml of Trypsin-EDTA solution to flask and observe cells under an inverted microscope until cell layer is dispersed (usually within 5 to 15 minutes). Note: To avoid clumping do not agitate the cells by hitting or shaking the flask while waiting for the cells to detach. Cells that are difficult to detach may be placed at 37°C to facilitate dispersal. Add 6.0 to 8.0 ml of complete growth medium and aspirate cells by gently pipetting. Add appropriate aliquots of the cell suspension to new culture vessels. Incubate cultures at 37°C. Subcultivation ratio: A subcultivation ratio of 1:2 to 1:4 is recommended			"<a href = ""http://www.atcc.org/Products/All/HTB-132"" target=""blank"">ATCC HTB-132</a>"														Obtained by Mario Niepel (Harvard Medical School) as part of the ICBP43 Collection in July, 2010	2010-07-16	
20343	50541-3	LCL-1486	T-47D	T47D:A, T-47-D, T47-D, T47D	"<a href = ""http://purl.obolibrary.org/obo/CLO_0009251""  target=""blank"">CLO_0009251</a>"	50541		HMS_LINCS	ATCC	HTB-133		Homo sapiens	breast				female				DOID:3459, breast carcinoma			"<a href = ""http://cancer.sanger.ac.uk/cell_lines/sample/overview?id=905945""  target=""blank"">COSS905945</a>"		none	adherent	From MGH/CMT as specified by cell provider: RPMI 1640 or DMEM + 2mM Glutamine + 10% Fetal Bovine Serum (FBS). Split confluent cultures 1:3 to 1:6 i.e. seeding at 2-4x10,000 cells/cm2 using 0.25% trypsin or trypsin or trypsin/EDTA; 5% CO2; 37C.			"<a href = ""http://www.atcc.org/Products/All/HTB-133"" target=""blank"">ATCC HTB-133</a>"														Obtained by Mario Niepel (Harvard Medical School) as part of the ICBP43 Collection in July, 2010	2010-07-16	
20343	50579-1	LCL-1325	HCC1500ELSE		"<a href = ""http://purl.obolibrary.org/obo/CLO_0003639""  target=""blank"">CLO_0003639</a>"	50579		HMS_LINCS	ATCC	CRL-2329		Homo sapiens	breast	duct	epithelial		female				DOID:3008, ductal carcinoma	breast ductal carcinoma		"<a href = ""http://cancer.sanger.ac.uk/cell_lines/sample/overview?id=1303900""  target=""blank"">COSS1303900</a>"		none	adherent				"<a href = ""http://www.atcc.org/Products/All/CRL-2329"" target=""blank"">ATCC CRL-2329</a>"														Obtained by Mario Niepel (Harvard Medical School) as part of the ICBP43 Collection in July, 2010	2010-07-16	
20343	50583-6	LCL-2085	MCF-10A	Michigan Cancer Foundation-10A, MCF10a, MCF10A, MCF.10A, MCF 10A	"<a href = ""http://purl.obolibrary.org/obo/CLO_0007599""  target=""blank"">CLO_0007599</a>"	50583		HMS_LINCS	ATCC	CRL-10317		Homo sapiens	breast	breast, mammary_gland_connective_tissue	epithelial		female		Caucasian	disease	breast fibrocystic disease, fibrocystic disease	non-tumorigenic				none	adherent			Isoenzymes#_AK1#_1, Isoenzymes#_ESD#_1, Isoenzymes#_G6PD#_B, Isoenzymes#_GLO1#_1#_2, Isoenzymes#_PGM1#_1#_2, Isoenzymes#_PGM3#_1, STR#_Amelogenin#_X, STR#_CSF1PO#_10#_12, STR#_D13S317#_8#_9, STR#_D16S539#_11#_12, STR#_D5S818#_10#_13, STR#_D7S820#_10#_11, STR#_THO1#_8#_93, STR#_TPOX#_9#_11, STR#_vWA#_15#_17	"<a href = ""http://www.atcc.org/Products/All/CRL-10317"" target=""blank"">ATCC CRL-10317</a>"											PASS			Obtained by Mario Niepel (Harvard Medical School) as part of the ICBP43 Collection in July, 2010	2010-07-16	
20343	51081-2	LCL-2066	SUM1315MO2	SUM-1315, SUM1315M02, SUM1315-MO2, SUM-1315M02, SUM 1315M02, SUM1315, 1315M02, SUM 1315	"<a href = ""http://purl.obolibrary.org/obo/CLO_0009916""  target=""blank"">CLO_0009916</a>"	51081			Asterand	SUM-1315MO2		Homo sapiens	breast								 					none	not specified				University of Michigan (http://www.cancer.med.umich.edu/breast_cell/Production/index.html)														Obtained by Mario Niepel (Harvard Medical School)		
20343	51082-2	LCL-2067	SUM149PT	SUM-149, 149PT, 149 PT, SUM 149, SUM149, SUM 149PT, SUM-149PT	"<a href = ""http://purl.obolibrary.org/obo/CLO_0009917""  target=""blank"">CLO_0009917</a>"	51082			Asterand	SUM-149PT		Homo sapiens	breast								 					none	not specified				"<a href = ""http://solutions.asterand.com/SUM-149PT-p/cl%20sum-149pt.htm"" target=""blank"">Asterand SUM-149PT</a>"														Obtained by Mario Niepel (Harvard Medical School)		
20343	51083-2	LCL-2068	SUM159PT	159PT, SUM-159PT, SUM 159PT, SUM-159, SUM 159, SUM159, 159 PT	"<a href = ""http://purl.obolibrary.org/obo/CLO_0009918""  target=""blank"">CLO_0009918</a>"	51083			Asterand	SUM-159PT		Homo sapiens	breast								 					none	not specified				"<a href = ""http://solutions.asterand.com/SUM-159PT-p/cl%20sum-159pt.htm"" target=""blank"">Asterand SUM-159PT</a>"														Obtained by Mario Niepel (Harvard Medical School)		
20343	51110-2	LCL-1463	CAL-120	CAL 120, CAL120	"<a href = ""http://purl.obolibrary.org/obo/CLO_0002179""  target=""blank"">CLO_0002179</a>"	51110			Leibniz Institute DSMZ-German Collection of Microorganisms and Cell Cultures	ACC-459		Homo sapiens	breast				female				DOID:3458, breast adenocarcinoma	breast adenocarcinoma				none	adherent; From DSMZ: heterogenous population with epithelial-like and fibroblast-like adherent cells growing in monolayers				"<a href = ""https://www.dsmz.de/catalogues/details/culture/ACC-459.html?tx_dsmzresources_pi5%5BreturnPid%5D=192"" target=""blank"">Leibniz Institute DSMZ-German Collection of Microorganisms and Cell Cultures ACC 459</a>"										From DSMZ: established from the pleural effusion of a metastatic breast adenocarcinoma in 1991				Obtained by Caitlin Mills (Harvard Medical School) from DSMZ		
20343	51112-2	LCL-1465	CAL-85-1	CAL851, CAL85-1, Cal-85-1, CAL 85-1	"<a href = ""http://purl.obolibrary.org/obo/CLO_0002190""  target=""blank"">CLO_0002190</a>"	51112			Leibniz Institute DSMZ-German Collection of Microorganisms and Cell Cultures	ACC-440		Homo sapiens	breast		epithelial		female				DOID:3458, breast adenocarcinoma	breast adenocarcinoma				none	adherent; From DSMZ: adherent epithelial-like cells growing in monolayers				"<a href = ""https://www.dsmz.de/catalogues/details/culture/ACC-440.html?tx_dsmzresources_pi5%5BreturnPid%5D=192"" target=""blank"">Leibniz Institute DSMZ-German Collection of Microorganisms and Cell Cultures ACC 440</a>"										From DSMZ: established from the relapsing invasive galactophoric breast adenocarcinoma resected from a 35-year-old woman during radiotherapy in 1990; cells were described as expressing the multidrug resistance (MDR) gene				Obtained by Caitlin Mills (Harvard Medical School) from DSMZ		
20343	51134-1	LCL-2223	PDX1258			51134			Dan Stover (Harvard Medical School)			Homo sapiens	breast		epithelial		female					metaplastic triple negative breast cancer				none	adherent				Dan Stover (Harvard Medical School)																
20343	51135-1	LCL-2224	PDX1328			51135			Caitlin Mills (Harvard Medical School)			Homo sapiens	breast		epithelial		female					breast cancer				none	adherent				Caitlin Mills (Harvard Medical School)																
20343	51136-1	LCL-2225	PDXHCI002			51136			Dan Stover (Harvard Medical School)			Homo sapiens	breast		epithelial		female				DOID: 3008, IDC	poorly differentiated, medullary type, stage 3A				none	adherent				Dan Stover (Harvard Medical School)																
